Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
8/1/14,walking,walking,2014-08-01T07:29:21-05:00,2014-08-01T07:32:39-05:00,198,0.103,221,11
8/1/14,walking,walking,2014-08-01T09:02:26-05:00,2014-08-01T09:02:56-05:00,30,0.009,30,1
8/1/14,walking,walking,2014-08-01T09:27:16-05:00,2014-08-01T09:33:38-05:00,382,0.295,498,31
8/1/14,bus,transport,2014-08-01T09:41:32-05:00,2014-08-01T10:06:40-05:00,1508,3.159,0,0
8/1/14,walking,walking,2014-08-01T10:06:39-05:00,2014-08-01T10:12:44-05:00,365,0.275,636,29
8/1/14,walking,walking,2014-08-01T10:13:39-05:00,2014-08-01T10:18:09-05:00,270,0.185,396,19
8/1/14,walking,walking,2014-08-01T11:29:23-05:00,2014-08-01T11:51:35-05:00,1332,0.876,1503,92
8/1/14,walking,walking,2014-08-01T12:02:04-05:00,2014-08-01T12:04:34-05:00,150,0.132,284,14
8/1/14,walking,walking,2014-08-01T12:53:22-05:00,2014-08-01T13:04:42-05:00,680,0.544,903,57
8/1/14,walking,walking,2014-08-01T13:05:41-05:00,2014-08-01T13:07:11-05:00,90,0.038,121,4
8/1/14,walking,walking,2014-08-01T14:06:32-05:00,2014-08-01T14:08:32-05:00,120,0.099,213,10
8/1/14,walking,walking,2014-08-01T15:24:04-05:00,2014-08-01T15:25:10-05:00,66,0.029,92,3
8/1/14,walking,walking,2014-08-01T16:00:00-05:00,2014-08-01T16:02:16-05:00,136,0.090,193,9
8/1/14,walking,walking,2014-08-01T17:31:24-05:00,2014-08-01T17:31:54-05:00,30,0.016,51,2
8/1/14,walking,walking,2014-08-01T17:32:37-05:00,2014-08-01T17:49:28-05:00,1011,0.772,1666,81
8/1/14,walking,walking,2014-08-01T18:05:00-05:00,2014-08-01T18:06:00-05:00,60,0.022,71,2
8/1/14,walking,walking,2014-08-01T18:44:49-05:00,2014-08-01T19:07:57-05:00,1388,0.919,1653,96
8/1/14,walking,walking,2014-08-01T19:17:23-05:00,2014-08-01T19:17:53-05:00,30,0.009,20,1
8/1/14,bus,transport,2014-08-01T19:23:14-05:00,2014-08-01T19:51:25-05:00,1691,3.364,0,0
8/1/14,walking,walking,2014-08-01T19:51:25-05:00,2014-08-01T19:57:29-05:00,364,0.302,666,32
8/1/14,walking,walking,2014-08-01T20:15:26-05:00,2014-08-01T20:17:18-05:00,112,0.035,111,4
