Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
4/29/14,walking,walking,2014-04-29T18:20:52-05:00,2014-04-29T18:24:52-05:00,240,0.193,415,20
4/29/14,transport,transport,2014-04-29T18:33:38-05:00,2014-04-29T18:41:24-05:00,466,2.276,0,0
4/29/14,walking,walking,2014-04-29T18:41:23-05:00,2014-04-29T18:43:23-05:00,120,0.151,223,16
4/29/14,walking,walking,2014-04-29T18:44:54-05:00,2014-04-29T18:52:24-05:00,450,0.217,467,23
4/29/14,walking,walking,2014-04-29T19:56:53-05:00,2014-04-29T20:00:27-05:00,214,0.113,308,12
4/29/14,walking,walking,2014-04-29T20:05:25-05:00,2014-04-29T20:06:25-05:00,60,0.032,101,3
4/29/14,transport,transport,2014-04-29T20:11:36-05:00,2014-04-29T20:35:22-05:00,1426,13.809,0,0
4/29/14,walking,walking,2014-04-29T20:42:23-05:00,2014-04-29T20:48:27-05:00,364,0.346,665,36
4/29/14,walking,walking,2014-04-29T20:49:56-05:00,2014-04-29T20:50:26-05:00,30,0.009,30,1
4/29/14,walking,walking,2014-04-29T21:50:50-05:00,2014-04-29T22:04:03-05:00,793,0.536,1306,56
4/29/14,walking,walking,2014-04-29T22:05:22-05:00,2014-04-29T22:09:22-05:00,240,0.208,446,22
4/29/14,walking,walking,2014-04-29T22:10:52-05:00,2014-04-29T22:17:24-05:00,392,0.281,673,29
4/29/14,transport,transport,2014-04-29T22:17:24-05:00,2014-04-29T22:33:11-05:00,947,13.842,0,0
4/29/14,walking,walking,2014-04-29T22:33:11-05:00,2014-04-29T22:36:45-05:00,214,0.106,341,11
4/29/14,walking,walking,2014-04-29T22:41:42-05:00,2014-04-29T22:42:12-05:00,30,0.016,51,2
4/29/14,walking,walking,2014-04-29T22:48:12-05:00,2014-04-29T22:49:12-05:00,60,0.032,102,3
4/29/14,walking,walking,2014-04-29T22:54:40-05:00,2014-04-29T23:00:46-05:00,366,0.217,485,23
4/29/14,walking,walking,2014-04-29T23:01:43-05:00,2014-04-29T23:03:43-05:00,120,0.080,172,8
4/30/14,transport,transport,2014-04-30T00:03:09-05:00,2014-04-30T04:02:00-05:00,14331,2157.401,0,0
4/30/14,airplane,transport,2014-04-30T04:02:00-05:00,2014-04-30T05:34:42-05:00,5562,1005.152,0,0
4/30/14,walking,walking,2014-04-30T05:47:27-05:00,2014-04-30T05:53:16-05:00,349,0.167,442,17
4/30/14,walking,walking,2014-04-30T05:56:30-05:00,2014-04-30T05:58:00-05:00,90,0.063,203,7
4/30/14,transport,transport,2014-04-30T06:05:45-05:00,2014-04-30T06:44:14-05:00,2309,12.583,0,0
4/30/14,walking,walking,2014-04-30T06:45:02-05:00,2014-04-30T06:46:32-05:00,90,0.041,132,4
4/30/14,walking,walking,2014-04-30T09:40:49-05:00,2014-04-30T09:41:19-05:00,30,0.009,30,1
4/30/14,walking,walking,2014-04-30T11:48:52-05:00,2014-04-30T11:49:22-05:00,30,0.009,30,1
4/30/14,walking,walking,2014-04-30T12:07:06-05:00,2014-04-30T12:08:06-05:00,60,0.022,71,2
4/30/14,walking,walking,2014-04-30T12:40:19-05:00,2014-04-30T12:56:01-05:00,942,0.715,1497,75
4/30/14,walking,walking,2014-04-30T13:35:16-05:00,2014-04-30T13:35:46-05:00,30,0.016,51,2
4/30/14,walking,walking,2014-04-30T13:42:16-05:00,2014-04-30T13:57:50-05:00,934,0.737,1658,77
4/30/14,walking,walking,2014-04-30T14:03:18-05:00,2014-04-30T14:03:48-05:00,30,0.009,20,1
4/30/14,walking,walking,2014-04-30T14:07:17-05:00,2014-04-30T14:19:49-05:00,752,0.510,1189,53
4/30/14,walking,walking,2014-04-30T14:21:49-05:00,2014-04-30T14:22:19-05:00,30,0.009,20,1
4/30/14,walking,walking,2014-04-30T15:48:55-05:00,2014-04-30T15:49:25-05:00,30,0.012,40,1
4/30/14,walking,walking,2014-04-30T16:06:38-05:00,2014-04-30T16:08:38-05:00,120,0.099,213,10
4/30/14,walking,walking,2014-04-30T17:02:25-05:00,2014-04-30T17:03:55-05:00,90,0.044,142,5
4/30/14,walking,walking,2014-04-30T18:44:31-05:00,2014-04-30T18:53:07-05:00,516,0.500,769,52
4/30/14,walking,walking,2014-04-30T18:54:35-05:00,2014-04-30T18:57:59-05:00,204,0.107,231,11
4/30/14,walking,walking,2014-04-30T19:00:00-05:00,2014-04-30T19:05:06-05:00,306,0.190,407,20
4/30/14,walking,walking,2014-04-30T20:03:01-05:00,2014-04-30T20:04:01-05:00,60,0.019,60,2
5/1/14,walking,walking,2014-05-01T07:54:19-05:00,2014-05-01T07:54:49-05:00,30,0.009,30,1
5/1/14,walking,walking,2014-05-01T08:17:23-05:00,2014-05-01T08:18:53-05:00,90,0.035,111,4
5/1/14,walking,walking,2014-05-01T09:03:11-05:00,2014-05-01T09:07:11-05:00,240,0.208,446,22
5/1/14,walking,walking,2014-05-01T09:21:41-05:00,2014-05-01T09:32:21-05:00,640,0.643,1101,67
5/1/14,walking,walking,2014-05-01T10:30:42-05:00,2014-05-01T10:43:50-05:00,788,0.593,1382,62
5/1/14,walking,walking,2014-05-01T11:43:06-05:00,2014-05-01T11:43:36-05:00,30,0.019,61,2
5/1/14,walking,walking,2014-05-01T11:44:59-05:00,2014-05-01T11:57:38-05:00,759,0.568,1322,60
5/1/14,walking,walking,2014-05-01T12:52:31-05:00,2014-05-01T12:57:41-05:00,310,0.173,429,18
5/1/14,transport,transport,2014-05-01T13:01:46-05:00,2014-05-01T13:06:10-05:00,264,2.017,0,0
5/1/14,walking,walking,2014-05-01T13:06:10-05:00,2014-05-01T13:12:12-05:00,362,0.354,662,37
5/1/14,walking,walking,2014-05-01T15:16:33-05:00,2014-05-01T15:18:46-05:00,133,0.093,281,10
5/1/14,transport,transport,2014-05-01T15:18:46-05:00,2014-05-01T15:26:16-05:00,450,2.032,0,0
5/1/14,walking,walking,2014-05-01T15:26:16-05:00,2014-05-01T15:49:08-05:00,1372,1.117,1964,117
5/1/14,walking,walking,2014-05-01T18:45:27-05:00,2014-05-01T18:58:51-05:00,804,0.682,1441,71
5/1/14,walking,walking,2014-05-01T19:00:51-05:00,2014-05-01T19:02:51-05:00,120,0.080,172,8
5/1/14,walking,walking,2014-05-01T21:03:24-05:00,2014-05-01T21:03:54-05:00,30,0.012,41,1
5/1/14,walking,walking,2014-05-01T22:27:43-05:00,2014-05-01T22:28:13-05:00,30,0.019,61,2
5/1/14,walking,walking,2014-05-01T22:32:13-05:00,2014-05-01T22:48:51-05:00,998,0.675,1545,71
5/1/14,walking,walking,2014-05-01T23:49:43-05:00,2014-05-01T23:50:13-05:00,30,0.009,30,1
5/2/14,walking,walking,2014-05-02T00:01:17-05:00,2014-05-02T00:01:47-05:00,30,0.009,20,1
5/2/14,walking,walking,2014-05-02T07:28:02-05:00,2014-05-02T07:28:32-05:00,30,0.009,30,1
5/2/14,walking,walking,2014-05-02T07:45:01-05:00,2014-05-02T08:00:54-05:00,953,0.828,1602,87
5/2/14,walking,walking,2014-05-02T09:26:51-05:00,2014-05-02T09:43:30-05:00,999,0.675,1615,71
5/2/14,walking,walking,2014-05-02T09:44:53-05:00,2014-05-02T09:45:53-05:00,60,0.029,91,3
5/2/14,walking,walking,2014-05-02T10:04:54-05:00,2014-05-02T10:05:24-05:00,30,0.019,61,2
5/2/14,walking,walking,2014-05-02T11:09:20-05:00,2014-05-02T11:09:50-05:00,30,0.009,20,1
5/2/14,walking,walking,2014-05-02T12:17:57-05:00,2014-05-02T12:18:27-05:00,30,0.019,61,2
5/2/14,walking,walking,2014-05-02T14:32:00-05:00,2014-05-02T14:33:33-05:00,93,0.049,157,5
5/2/14,walking,walking,2014-05-02T15:13:23-05:00,2014-05-02T15:27:20-05:00,837,0.667,1425,70
5/2/14,walking,walking,2014-05-02T15:34:54-05:00,2014-05-02T15:40:23-05:00,329,0.226,484,24
5/2/14,walking,walking,2014-05-02T16:26:14-05:00,2014-05-02T16:26:44-05:00,30,0.016,51,2
5/2/14,walking,walking,2014-05-02T16:28:11-05:00,2014-05-02T16:37:18-05:00,547,0.387,698,41
5/2/14,walking,walking,2014-05-02T16:38:45-05:00,2014-05-02T16:41:45-05:00,180,0.152,325,16
5/2/14,walking,walking,2014-05-02T16:55:46-05:00,2014-05-02T17:06:27-05:00,641,0.535,1227,56
5/2/14,walking,walking,2014-05-02T17:50:25-05:00,2014-05-02T17:51:22-05:00,57,0.017,49,2
5/2/14,walking,walking,2014-05-02T18:00:00-05:00,2014-05-02T18:03:33-05:00,213,0.105,225,11
5/2/14,walking,walking,2014-05-02T19:08:51-05:00,2014-05-02T19:09:21-05:00,30,0.012,41,1
5/2/14,walking,walking,2014-05-02T22:11:02-05:00,2014-05-02T22:13:34-05:00,152,0.110,236,12
5/3/14,walking,walking,2014-05-03T10:54:39-05:00,2014-05-03T10:55:39-05:00,60,0.019,61,2
5/3/14,walking,walking,2014-05-03T11:03:09-05:00,2014-05-03T11:04:39-05:00,90,0.041,132,4
5/3/14,walking,walking,2014-05-03T13:56:46-05:00,2014-05-03T13:57:16-05:00,30,0.012,41,1
5/3/14,walking,walking,2014-05-03T14:01:20-05:00,2014-05-03T14:03:50-05:00,150,0.113,243,12
5/3/14,transport,transport,2014-05-03T14:09:28-05:00,2014-05-03T14:20:46-05:00,678,2.539,0,0
5/3/14,walking,walking,2014-05-03T14:21:21-05:00,2014-05-03T14:24:51-05:00,210,0.123,263,13
5/3/14,walking,walking,2014-05-03T15:04:24-05:00,2014-05-03T15:08:24-05:00,240,0.132,284,14
5/3/14,walking,walking,2014-05-03T15:11:20-05:00,2014-05-03T15:26:00-05:00,880,0.807,1475,85
5/3/14,walking,walking,2014-05-03T15:27:25-05:00,2014-05-03T15:31:25-05:00,240,0.147,314,15
5/3/14,walking,walking,2014-05-03T16:06:58-05:00,2014-05-03T16:07:58-05:00,60,0.032,101,3
5/3/14,transport,transport,2014-05-03T16:11:44-05:00,2014-05-03T16:28:19-05:00,995,3.659,0,0
5/3/14,walking,walking,2014-05-03T16:28:18-05:00,2014-05-03T16:30:25-05:00,127,0.088,189,9
5/3/14,walking,walking,2014-05-03T17:01:38-05:00,2014-05-03T17:03:38-05:00,120,0.099,213,10
5/3/14,walking,walking,2014-05-03T19:13:48-05:00,2014-05-03T19:19:08-05:00,320,0.146,400,15
5/3/14,walking,walking,2014-05-03T19:21:34-05:00,2014-05-03T19:22:34-05:00,60,0.035,111,4
5/3/14,walking,walking,2014-05-03T19:25:04-05:00,2014-05-03T19:29:39-05:00,275,0.219,412,23
5/3/14,walking,walking,2014-05-03T19:34:37-05:00,2014-05-03T19:37:37-05:00,180,0.142,304,15
5/3/14,walking,walking,2014-05-03T20:31:25-05:00,2014-05-03T20:31:55-05:00,30,0.009,30,1
5/3/14,walking,walking,2014-05-03T21:51:01-05:00,2014-05-03T21:51:31-05:00,30,0.009,30,1
5/3/14,walking,walking,2014-05-03T22:06:44-05:00,2014-05-03T22:08:14-05:00,90,0.028,81,3
5/4/14,walking,walking,2014-05-04T09:07:12-05:00,2014-05-04T09:08:42-05:00,90,0.041,132,4
5/4/14,walking,walking,2014-05-04T10:54:10-05:00,2014-05-04T11:12:16-05:00,1086,1.192,2430,125
5/4/14,running,running,2014-05-04T11:12:15-05:00,2014-05-04T11:15:15-05:00,180,0.216,426,28
5/4/14,walking,walking,2014-05-04T11:15:15-05:00,2014-05-04T11:16:47-05:00,92,0.140,216,15
5/4/14,walking,walking,2014-05-04T11:16:47-05:00,2014-05-04T11:26:16-05:00,569,0.362,778,38
5/4/14,walking,walking,2014-05-04T11:28:59-05:00,2014-05-04T11:56:23-05:00,1644,1.506,3682,158
5/4/14,walking,walking,2014-05-04T12:26:47-05:00,2014-05-04T12:39:32-05:00,765,0.707,1399,74
5/4/14,walking,walking,2014-05-04T13:42:36-05:00,2014-05-04T14:02:52-05:00,1216,0.700,1477,73
5/4/14,walking,walking,2014-05-04T14:08:40-05:00,2014-05-04T14:10:40-05:00,120,0.044,142,5
5/4/14,walking,walking,2014-05-04T19:00:15-05:00,2014-05-04T19:00:45-05:00,30,0.009,30,1
5/4/14,walking,walking,2014-05-04T20:25:37-05:00,2014-05-04T20:26:37-05:00,60,0.019,61,2
5/4/14,walking,walking,2014-05-04T21:25:23-05:00,2014-05-04T21:26:53-05:00,90,0.041,132,4
5/4/14,walking,walking,2014-05-04T22:10:41-05:00,2014-05-04T22:11:44-05:00,63,0.026,83,3
