Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
9/29/14,walking,walking,2014-09-29T06:44:58-05:00,2014-09-29T07:03:15-05:00,1097,0.981,2036,103
9/29/14,walking,walking,2014-09-29T07:54:20-05:00,2014-09-29T07:57:00-05:00,160,0.137,294,14
9/29/14,walking,walking,2014-09-29T08:00:00-05:00,2014-09-29T08:00:50-05:00,50,0.029,92,3
9/29/14,walking,walking,2014-09-29T11:59:06-05:00,2014-09-29T12:03:22-05:00,256,0.200,422,21
9/29/14,walking,walking,2014-09-29T12:12:19-05:00,2014-09-29T12:15:49-05:00,210,0.127,274,13
9/29/14,walking,walking,2014-09-29T13:02:48-05:00,2014-09-29T13:03:18-05:00,30,0.009,30,1
9/29/14,walking,walking,2014-09-29T13:56:59-05:00,2014-09-29T14:04:20-05:00,441,0.296,706,31
9/29/14,walking,walking,2014-09-29T14:05:46-05:00,2014-09-29T14:08:16-05:00,150,0.099,213,10
9/29/14,walking,walking,2014-09-29T16:23:33-05:00,2014-09-29T16:26:03-05:00,150,0.085,183,9
9/29/14,walking,walking,2014-09-29T16:36:53-05:00,2014-09-29T16:43:09-05:00,376,0.159,466,17
9/29/14,walking,walking,2014-09-29T16:44:04-05:00,2014-09-29T16:44:34-05:00,30,0.009,30,1
9/29/14,walking,walking,2014-09-29T17:04:08-05:00,2014-09-29T17:06:08-05:00,120,0.044,142,5
9/29/14,walking,walking,2014-09-29T17:46:19-05:00,2014-09-29T17:51:14-05:00,295,0.157,456,16
9/29/14,walking,walking,2014-09-29T20:27:41-05:00,2014-09-29T20:53:23-05:00,1542,1.261,2451,132
9/29/14,walking,walking,2014-09-29T20:56:49-05:00,2014-09-29T20:57:49-05:00,60,0.019,61,2
9/29/14,walking,walking,2014-09-29T21:55:27-05:00,2014-09-29T21:55:57-05:00,30,0.009,30,1
9/30/14,walking,walking,2014-09-30T05:27:00-05:00,2014-09-30T05:27:30-05:00,30,0.012,41,1
9/30/14,walking,walking,2014-09-30T06:17:27-05:00,2014-09-30T06:22:57-05:00,330,0.156,335,16
9/30/14,walking,walking,2014-09-30T06:26:38-05:00,2014-09-30T06:58:44-05:00,1926,1.364,3017,143
9/30/14,walking,walking,2014-09-30T07:00:59-05:00,2014-09-30T07:05:29-05:00,270,0.151,325,16
9/30/14,walking,walking,2014-09-30T08:10:20-05:00,2014-09-30T08:11:20-05:00,60,0.031,101,3
9/30/14,walking,walking,2014-09-30T08:46:48-05:00,2014-09-30T08:54:28-05:00,460,0.219,581,23
9/30/14,walking,walking,2014-09-30T08:55:23-05:00,2014-09-30T08:57:25-05:00,122,0.091,195,10
9/30/14,walking,walking,2014-09-30T09:00:00-05:00,2014-09-30T09:01:00-05:00,60,0.035,113,4
9/30/14,walking,walking,2014-09-30T10:10:24-05:00,2014-09-30T10:11:54-05:00,90,0.050,162,5
9/30/14,walking,walking,2014-09-30T11:01:44-05:00,2014-09-30T11:05:46-05:00,242,0.157,337,16
9/30/14,walking,walking,2014-09-30T11:34:46-05:00,2014-09-30T11:40:36-05:00,350,0.209,603,22
9/30/14,walking,walking,2014-09-30T11:52:02-05:00,2014-09-30T11:56:32-05:00,270,0.142,304,15
9/30/14,walking,walking,2014-09-30T12:04:03-05:00,2014-09-30T12:04:36-05:00,33,0.015,48,2
9/30/14,walking,walking,2014-09-30T13:48:33-05:00,2014-09-30T14:08:44-05:00,1211,1.171,2178,123
9/30/14,walking,walking,2014-09-30T14:11:41-05:00,2014-09-30T14:17:11-05:00,330,0.203,436,21
9/30/14,walking,walking,2014-09-30T15:56:46-05:00,2014-09-30T15:57:16-05:00,30,0.009,31,1
9/30/14,walking,walking,2014-09-30T18:56:10-05:00,2014-09-30T18:56:40-05:00,30,0.019,61,2
10/1/14,walking,walking,2014-10-01T05:12:35-05:00,2014-10-01T05:14:35-05:00,120,0.053,172,6
10/1/14,walking,walking,2014-10-01T05:54:04-05:00,2014-10-01T06:06:55-05:00,771,0.526,1173,55
10/1/14,walking,walking,2014-10-01T06:17:21-05:00,2014-10-01T06:17:51-05:00,30,0.016,51,2
10/1/14,walking,walking,2014-10-01T06:28:26-05:00,2014-10-01T06:44:34-05:00,968,0.721,1657,76
10/1/14,walking,walking,2014-10-01T07:50:18-05:00,2014-10-01T07:53:48-05:00,210,0.137,295,14
10/1/14,walking,walking,2014-10-01T09:34:31-05:00,2014-10-01T09:38:01-05:00,210,0.142,305,15
10/1/14,walking,walking,2014-10-01T11:12:14-05:00,2014-10-01T11:20:15-05:00,481,0.336,721,35
10/1/14,walking,walking,2014-10-01T13:56:58-05:00,2014-10-01T14:25:47-05:00,1729,1.260,2630,132
10/1/14,walking,walking,2014-10-01T14:27:54-05:00,2014-10-01T14:29:54-05:00,120,0.066,142,7
10/1/14,walking,walking,2014-10-01T17:05:33-05:00,2014-10-01T17:31:12-05:00,1539,1.340,2704,140
10/1/14,walking,walking,2014-10-01T18:13:13-05:00,2014-10-01T18:14:43-05:00,90,0.044,142,5
10/1/14,walking,walking,2014-10-01T19:17:26-05:00,2014-10-01T19:23:55-05:00,389,0.250,537,26
10/1/14,transport,transport,2014-10-01T19:28:04-05:00,2014-10-01T19:36:56-05:00,532,2.024,0,0
10/1/14,walking,walking,2014-10-01T19:36:57-05:00,2014-10-01T19:38:26-05:00,89,0.050,161,5
10/1/14,walking,walking,2014-10-01T20:01:52-05:00,2014-10-01T20:02:22-05:00,30,0.016,50,2
10/1/14,walking,walking,2014-10-01T21:40:25-05:00,2014-10-01T21:40:55-05:00,30,0.009,30,1
10/2/14,walking,walking,2014-10-02T05:58:28-05:00,2014-10-02T05:59:28-05:00,60,0.025,81,3
10/2/14,walking,walking,2014-10-02T06:32:03-05:00,2014-10-02T07:03:10-05:00,1867,1.360,2709,143
10/2/14,walking,walking,2014-10-02T07:52:03-05:00,2014-10-02T08:01:56-05:00,593,0.214,651,22
10/2/14,walking,walking,2014-10-02T08:08:21-05:00,2014-10-02T08:08:51-05:00,30,0.009,30,1
10/2/14,walking,walking,2014-10-02T09:33:27-05:00,2014-10-02T09:38:57-05:00,330,0.213,456,22
10/2/14,walking,walking,2014-10-02T11:10:30-05:00,2014-10-02T11:20:49-05:00,619,0.288,618,30
10/2/14,walking,walking,2014-10-02T13:20:59-05:00,2014-10-02T13:22:02-05:00,63,0.033,107,3
10/2/14,walking,walking,2014-10-02T13:24:28-05:00,2014-10-02T13:29:22-05:00,294,0.178,347,19
10/2/14,walking,walking,2014-10-02T13:33:03-05:00,2014-10-02T13:33:51-05:00,48,0.016,51,2
10/2/14,walking,walking,2014-10-02T14:00:00-05:00,2014-10-02T14:03:42-05:00,222,0.160,344,17
10/2/14,walking,walking,2014-10-02T14:10:14-05:00,2014-10-02T14:36:21-05:00,1567,1.693,2270,177
10/2/14,walking,walking,2014-10-02T14:39:20-05:00,2014-10-02T14:39:50-05:00,30,0.009,20,1
10/2/14,walking,walking,2014-10-02T17:03:51-05:00,2014-10-02T17:21:25-05:00,1054,0.721,1547,76
10/2/14,walking,walking,2014-10-02T17:43:18-05:00,2014-10-02T17:44:18-05:00,60,0.022,71,2
10/2/14,walking,walking,2014-10-02T18:19:28-05:00,2014-10-02T18:19:58-05:00,30,0.009,30,1
10/2/14,walking,walking,2014-10-02T19:11:31-05:00,2014-10-02T19:12:31-05:00,60,0.029,91,3
10/2/14,walking,walking,2014-10-02T19:24:58-05:00,2014-10-02T19:40:49-05:00,951,0.685,1410,72
10/2/14,walking,walking,2014-10-02T19:42:09-05:00,2014-10-02T19:43:09-05:00,60,0.032,101,3
10/2/14,walking,walking,2014-10-02T20:18:18-05:00,2014-10-02T20:19:48-05:00,90,0.032,102,3
10/2/14,walking,walking,2014-10-02T21:10:56-05:00,2014-10-02T21:11:26-05:00,30,0.009,20,1
10/2/14,walking,walking,2014-10-02T21:12:23-05:00,2014-10-02T21:25:01-05:00,758,0.538,1242,56
10/2/14,walking,walking,2014-10-02T21:33:27-05:00,2014-10-02T21:33:57-05:00,30,0.012,41,1
10/2/14,walking,walking,2014-10-02T22:20:49-05:00,2014-10-02T22:21:19-05:00,30,0.012,40,1
10/2/14,walking,walking,2014-10-02T23:02:05-05:00,2014-10-02T23:07:17-05:00,312,0.134,369,14
10/2/14,walking,walking,2014-10-02T23:36:12-05:00,2014-10-02T23:36:42-05:00,30,0.009,30,1
10/2/14,walking,walking,2014-10-02T23:52:01-05:00,2014-10-03T00:00:00-05:00,479,0.265,765,28
10/3/14,walking,walking,2014-10-03T00:00:00-05:00,2014-10-03T00:03:23-05:00,203,0.159,325,17
10/3/14,walking,walking,2014-10-03T00:12:50-05:00,2014-10-03T00:13:50-05:00,60,0.019,61,2
10/3/14,walking,walking,2014-10-03T08:05:01-05:00,2014-10-03T08:07:01-05:00,120,0.056,111,6
10/3/14,walking,walking,2014-10-03T09:20:25-05:00,2014-10-03T09:26:25-05:00,360,0.170,366,18
10/3/14,walking,walking,2014-10-03T10:04:04-05:00,2014-10-03T10:04:34-05:00,30,0.016,51,2
10/3/14,walking,walking,2014-10-03T10:47:26-05:00,2014-10-03T11:01:31-05:00,845,0.524,1163,55
10/3/14,underground,transport,2014-10-03T11:01:31-05:00,2014-10-03T11:43:03-05:00,2492,9.236,0,0
10/3/14,walking,walking,2014-10-03T11:43:03-05:00,2014-10-03T11:45:04-05:00,121,0.047,153,5
10/3/14,walking,walking,2014-10-03T11:46:33-05:00,2014-10-03T11:49:33-05:00,180,0.084,173,9
10/3/14,walking,walking,2014-10-03T12:02:34-05:00,2014-10-03T12:07:36-05:00,302,0.186,399,19
10/3/14,transport,transport,2014-10-03T12:56:24-05:00,2014-10-03T15:53:17-05:00,10613,996.226,0,0
10/3/14,walking,walking,2014-10-03T15:53:46-05:00,2014-10-03T15:55:16-05:00,90,0.050,163,5
10/3/14,walking,walking,2014-10-03T15:57:11-05:00,2014-10-03T16:00:17-05:00,186,0.236,334,25
10/3/14,transport,transport,2014-10-03T16:00:16-05:00,2014-10-03T17:21:04-05:00,4848,44.161,0,0
10/3/14,walking,walking,2014-10-03T17:21:51-05:00,2014-10-03T17:23:51-05:00,120,0.057,183,6
10/3/14,walking,walking,2014-10-03T18:12:58-05:00,2014-10-03T18:13:58-05:00,60,0.019,60,2
10/3/14,walking,walking,2014-10-03T19:50:12-05:00,2014-10-03T19:51:12-05:00,60,0.019,51,2
10/3/14,walking,walking,2014-10-03T20:54:34-05:00,2014-10-03T20:55:34-05:00,60,0.022,71,2
10/4/14,walking,walking,2014-10-04T08:33:38-05:00,2014-10-04T08:36:38-05:00,180,0.094,203,10
10/4/14,walking,walking,2014-10-04T10:20:52-05:00,2014-10-04T10:23:25-05:00,153,0.088,188,9
10/4/14,walking,walking,2014-10-04T12:29:14-05:00,2014-10-04T12:31:44-05:00,150,0.099,213,10
10/4/14,walking,walking,2014-10-04T13:06:59-05:00,2014-10-04T13:16:29-05:00,570,0.270,578,28
10/4/14,transport,transport,2014-10-04T13:20:53-05:00,2014-10-04T13:23:02-05:00,129,0.833,0,0
10/4/14,walking,walking,2014-10-04T13:23:30-05:00,2014-10-04T13:24:30-05:00,60,0.032,102,3
10/4/14,walking,walking,2014-10-04T14:52:42-05:00,2014-10-04T15:17:22-05:00,1480,0.839,1180,88
10/4/14,walking,walking,2014-10-04T15:17:21-05:00,2014-10-04T15:17:22-05:00,1,0.000,1,0
10/4/14,walking,walking,2014-10-04T16:36:07-05:00,2014-10-04T16:36:37-05:00,30,0.016,51,2
10/4/14,walking,walking,2014-10-04T19:00:32-05:00,2014-10-04T19:01:32-05:00,60,0.029,91,3
10/4/14,walking,walking,2014-10-04T21:49:08-05:00,2014-10-04T21:49:59-05:00,51,0.017,55,2
10/4/14,walking,walking,2014-10-04T22:00:00-05:00,2014-10-04T22:02:39-05:00,159,0.088,189,9
10/5/14,walking,walking,2014-10-05T07:43:04-05:00,2014-10-05T07:43:34-05:00,30,0.012,40,1
10/5/14,walking,walking,2014-10-05T08:05:09-05:00,2014-10-05T08:06:09-05:00,60,0.029,92,3
10/5/14,walking,walking,2014-10-05T09:33:07-05:00,2014-10-05T09:33:37-05:00,30,0.019,61,2
10/5/14,walking,walking,2014-10-05T10:30:56-05:00,2014-10-05T10:36:47-05:00,351,0.220,472,23
10/5/14,walking,walking,2014-10-05T11:02:25-05:00,2014-10-05T11:03:25-05:00,60,0.029,91,3
10/5/14,transport,transport,2014-10-05T11:07:45-05:00,2014-10-05T11:20:12-05:00,747,6.171,0,0
10/5/14,walking,walking,2014-10-05T11:20:26-05:00,2014-10-05T11:21:26-05:00,60,0.032,102,3
